_id,_constructed,_updated,_deleted,email_address,billing_email_address,email_address_verified,email_flag,full_name,first_name,last_name,account,company,erp_company_name,phone_number,current_customer_flag,total_quotes,total_bookings,total_orders,is_instant_quote_user,is_instant_quote_customer_user,is_active_teamspace_user,is_created_teamspace_user,is_partner_user,is_staff_user,is_excluded_user,is_instant_quote_funnel_user,tax_exempt,signup_date,first_quote_time,first_quote_time_et,last_quote_time,last_quote_time_et,first_order_time,first_order_time_et,last_order_time,last_order_time_et,accepted_teamspace_invitation_at,min_teamspace_created_at
USR0000012,2021-10-18,2021-11-03,False,user12@example.com,billing12@example.com,False,COMPANY_EMAIL,User 12,First12,Last12,ACC003083,Company 3083,Company 3083,+15550000012,False,2,11,4,True,True,False,False,False,False,False,True,False,2021-10-18,,,,,,,,,,
USR0000013,2022-09-29,2022-11-23,False,user13@example.com,billing13@example.com,True,COMPANY_EMAIL,User 13,First13,Last13,ACC002034,Company 2034,Company 2034,+15550000013,False,0,2,3,False,False,True,False,False,False,False,False,False,2022-09-29,,,,,,,,,,
USR0000014,2022-04-24,2022-05-24,False,user14@example.com,billing14@example.com,False,PERSONAL_EMAIL,User 14,First14,Last14,ACC002580,Company 2580,Company 2580,+15550000014,True,5,2,2,True,False,False,False,False,False,False,True,False,2022-04-24,,,,,,,,,,
USR0000015,2021-09-06,2021-11-08,False,user15@example.com,billing15@example.com,True,PERSONAL_EMAIL,User 15,First15,Last15,ACC000346,Company 346,Company 346,+15550000015,False,9,11,2,True,False,True,False,False,False,False,False,False,2021-09-06,,,,,,,,,,
USR0000016,2022-09-22,2022-12-15,False,user16@example.com,billing16@example.com,False,COMPANY_EMAIL,User 16,First16,Last16,ACC002966,Company 2966,Company 2966,+15550000016,True,2,12,7,False,False,True,False,False,False,False,False,False,2022-09-22,,,,,,,,,,
USR0000017,2021-06-21,2021-07-24,False,user17@example.com,billing17@example.com,True,COMPANY_EMAIL,User 17,First17,Last17,ACC001506,Company 1506,Company 1506,+15550000017,False,18,10,7,False,True,False,False,False,False,False,False,False,2021-06-21,,,,,,,,,,
USR0000018,2021-04-09,2021-05-08,False,user18@example.com,billing18@example.com,True,COMPANY_EMAIL,User 18,First18,Last18,ACC002229,Company 2229,Company 2229,+15550000018,False,6,1,5,True,False,False,False,False,False,False,False,False,2021-04-09,,,,,,,,,,
USR0000019,2021-04-09,2021-05-22,False,user19@example.com,billing19@example.com,True,COMPANY_EMAIL,User 19,First19,Last19,ACC000766,Company 766,Company 766,+15550000019,False,2,10,3,False,True,False,False,False,False,False,False,False,2021-04-09,,,,,,,,,,
USR0000020,2020-09-02,2020-10-16,False,user20@example.com,billing20@example.com,False,PERSONAL_EMAIL,User 20,First20,Last20,ACC000298,Company 298,Company 298,+15550000020,False,1,13,3,True,False,False,False,False,False,False,True,False,2020-09-02,,,,,,,,,,
USR0000021,2022-12-23,2023-01-24,False,user21@example.com,billing21@example.com,False,COMPANY_EMAIL,User 21,First21,Last21,ACC002765,Company 2765,Company 2765,+15550000021,True,14,3,0,False,True,False,True,False,False,False,True,True,2022-12-23,,,,,,,,,,
USR0000022,2023-02-08,2023-03-11,False,user22@example.com,billing22@example.com,True,PERSONAL_EMAIL,User 22,First22,Last22,ACC001404,Company 1404,Company 1404,+15550000022,False,15,0,0,False,False,False,False,False,False,False,True,False,2023-02-08,,,,,,,,,,
USR0000023,2020-02-06,2020-03-10,False,user23@example.com,billing23@example.com,True,COMPANY_EMAIL,User 23,First23,Last23,ACC000432,Company 432,Company 432,+15550000023,True,3,7,1,False,False,True,False,False,False,False,False,False,2020-02-06,,,,,,,,,,
USR0000024,2022-08-08,2022-09-20,False,user24@example.com,billing24@example.com,False,PERSONAL_EMAIL,User 24,First24,Last24,ACC002057,Company 2057,Company 2057,+15550000024,False,13,9,1,False,False,False,False,False,False,False,False,False,2022-08-08,,,,,,,,,,
USR0000025,2024-03-08,2024-04-17,False,user25@example.com,billing25@example.com,True,PERSONAL_EMAIL,User 25,First25,Last25,ACC000169,Company 169,Company 169,+15550000025,False,17,1,8,False,True,True,False,False,False,False,True,False,2024-03-08,,,,,,,,,,
USR0000026,2020-01-03,2020-02-13,False,user26@example.com,billing26@example.com,True,PERSONAL_EMAIL,User 26,First26,Last26,ACC001407,Company 1407,Company 1407,+15550000026,True,16,10,3,True,True,False,False,False,False,False,True,False,2020-01-03,,,,,,,,,,
USR0000027,2021-09-13,2021-10-09,False,user27@example.com,billing27@example.com,True,COMPANY_EMAIL,User 27,First27,Last27,ACC002201,Company 2201,Company 2201,+15550000027,False,13,3,4,True,False,True,False,False,False,False,True,True,2021-09-13,,,,,,,,,,
USR0000028,2025-06-11,2025-08-07,False,user28@example.com,billing28@example.com,True,PERSONAL_EMAIL,User 28,First28,Last28,ACC002251,Company 2251,Company 2251,+15550000028,False,9,5,1,True,True,True,False,False,False,False,True,False,2025-06-11,,,,,,,,,,
USR0000029,2022-06-02,2022-07-15,False,user29@example.com,billing29@example.com,True,COMPANY_EMAIL,User 29,First29,Last29,ACC001416,Company 1416,Company 1416,+15550000029,False,23,5,9,True,False,False,False,False,False,False,True,False,2022-06-02,,,,,,,,,,
USR0000030,2020-02-04,2020-02-24,False,user30@example.com,billing30@example.com,True,COMPANY_EMAIL,User 30,First30,Last30,ACC001156,Company 1156,Company 1156,+15550000030,False,1,10,2,True,False,False,False,False,False,False,False,False,2020-02-04,,,,,,,,,,
USR0000031,2022-12-26,2023-03-03,False,user31@example.com,billing31@example.com,True,COMPANY_EMAIL,User 31,First31,Last31,ACC002619,Company 2619,Company 2619,+15550000031,False,0,1,1,True,False,False,True,False,False,True,False,False,2022-12-26,,,,,,,,,,
USR0000032,2022-04-29,2022-07-17,False,user32@example.com,billing32@example.com,False,COMPANY_EMAIL,User 32,First32,Last32,ACC000577,Company 577,Company 577,+15550000032,False,20,0,2,True,False,False,False,False,False,False,False,False,2022-04-29,,,,,,,,,,
USR0000033,2021-03-13,2021-04-17,False,user33@example.com,billing33@example.com,True,PERSONAL_EMAIL,User 33,First33,Last33,ACC000233,Company 233,Company 233,+15550000033,False,8,12,2,False,False,False,False,False,False,False,True,False,2021-03-13,,,,,,,,,,
USR0000034,2020-05-31,2020-07-17,False,user34@example.com,billing34@example.com,True,COMPANY_EMAIL,User 34,First34,Last34,ACC000490,Company 490,Company 490,+15550000034,True,9,12,7,True,True,False,False,False,False,False,True,False,2020-05-31,,,,,,,,,,
USR0000035,2025-01-02,2025-03-28,False,user35@example.com,billing35@example.com,True,COMPANY_EMAIL,User 35,First35,Last35,ACC002503,Company 2503,Company 2503,+15550000035,True,9,3,5,True,False,False,False,False,False,False,True,False,2025-01-02,,,,,,,,,,
USR0000036,2024-08-08,2024-09-05,False,user36@example.com,billing36@example.com,True,PERSONAL_EMAIL,User 36,First36,Last36,ACC001468,Company 1468,Company 1468,+15550000036,False,22,0,2,False,False,False,False,False,False,False,False,False,2024-08-08,,,,,,,,,,
USR0000037,2023-11-12,2023-12-01,False,user37@example.com,billing37@example.com,True,COMPANY_EMAIL,User 37,First37,Last37,ACC000116,Company 116,Company 116,+15550000037,True,14,2,6,True,False,True,True,False,False,False,False,False,2023-11-12,,,,,,,,,,
USR0000038,2020-02-06,2020-03-08,False,user38@example.com,billing38@example.com,True,PERSONAL_EMAIL,User 38,First38,Last38,ACC000527,Company 527,Company 527,+15550000038,True,9,9,2,True,True,False,False,False,False,False,False,False,2020-02-06,,,,,,,,,,
USR0000039,2024-12-05,2025-01-14,False,user39@example.com,billing39@example.com,True,PERSONAL_EMAIL,User 39,First39,Last39,ACC000087,Company 87,Company 87,+15550000039,False,23,0,5,True,False,True,False,False,False,False,True,False,2024-12-05,,,,,,,,,,
USR0000040,2022-09-06,2022-10-15,False,user40@example.com,billing40@example.com,True,PERSONAL_EMAIL,User 40,First40,Last40,ACC002545,Company 2545,Company 2545,+15550000040,True,15,14,2,False,False,False,True,False,False,False,True,False,2022-09-06,,,,,,,,,,
USR0000041,2022-09-10,2022-11-03,False,user41@example.com,billing41@example.com,True,PERSONAL_EMAIL,User 41,First41,Last41,ACC001441,Company 1441,Company 1441,+15550000041,False,19,13,2,False,False,False,False,False,False,False,False,False,2022-09-10,,,,,,,,,,
USR0000042,2024-12-20,2025-01-13,False,user42@example.com,billing42@example.com,True,COMPANY_EMAIL,User 42,First42,Last42,ACC000212,Company 212,Company 212,+15550000042,False,23,5,8,True,False,False,False,False,False,False,True,False,2024-12-20,,,,,,,,,,
USR0000043,2022-06-13,2022-07-31,False,user43@example.com,billing43@example.com,True,COMPANY_EMAIL,User 43,First43,Last43,ACC000691,Company 691,Company 691,+15550000043,True,19,6,0,True,False,False,False,False,False,False,True,False,2022-06-13,,,,,,,,,,
USR0000044,2021-05-03,2021-05-12,False,user44@example.com,billing44@example.com,True,COMPANY_EMAIL,User 44,First44,Last44,ACC001926,Company 1926,Company 1926,+15550000044,False,22,8,9,True,False,False,False,False,False,False,True,False,2021-05-03,,,,,,,,,,
USR0000045,2021-05-05,2021-07-29,False,user45@example.com,billing45@example.com,True,COMPANY_EMAIL,User 45,First45,Last45,ACC001855,Company 1855,Company 1855,+15550000045,False,5,14,4,True,True,True,False,False,False,True,False,False,2021-05-05,,,,,,,,,,
USR0000046,2025-04-01,2025-04-27,False,user46@example.com,billing46@example.com,False,COMPANY_EMAIL,User 46,First46,Last46,ACC002560,Company 2560,Company 2560,+15550000046,False,12,5,5,True,True,False,False,False,False,False,False,False,2025-04-01,,,,,,,,,,
USR0000047,2023-02-01,2023-03-02,False,user47@example.com,billing47@example.com,True,COMPANY_EMAIL,User 47,First47,Last47,ACC000080,Company 80,Company 80,+15550000047,False,4,13,6,True,False,False,False,False,False,False,False,False,2023-02-01,,,,,,,,,,
USR0000048,2023-04-12,2023-04-26,False,user48@example.com,billing48@example.com,False,PERSONAL_EMAIL,User 48,First48,Last48,ACC000216,Company 216,Company 216,+15550000048,False,0,11,3,True,False,False,False,False,False,False,False,False,2023-04-12,,,,,,,,,,
USR0000049,2023-05-12,2023-06-14,False,user49@example.com,billing49@example.com,True,COMPANY_EMAIL,User 49,First49,Last49,ACC000110,Company 110,Company 110,+15550000049,True,10,10,1,True,True,False,False,True,False,False,True,False,2023-05-12,,,,,,,,,,
USR0000050,2021-04-01,2021-06-27,False,user50@example.com,billing50@example.com,True,PERSONAL_EMAIL,User 50,First50,Last50,ACC001231,Company 1231,Company 1231,+15550000050,True,5,0,3,True,False,False,False,False,False,False,True,False,2021-04-01,,,,,,,,,,
USR0000051,2022-05-18,2022-07-10,False,user51@example.com,billing51@example.com,True,COMPANY_EMAIL,User 51,First51,Last51,ACC002272,Company 2272,Company 2272,+15550000051,True,7,1,4,False,False,False,False,False,False,True,False,False,2022-05-18,,,,,,,,,,
USR0000052,2025-05-22,2025-07-21,False,user52@example.com,billing52@example.com,False,COMPANY_EMAIL,User 52,First52,Last52,ACC002071,Company 2071,Company 2071,+15550000052,False,19,5,9,True,True,False,False,False,False,False,False,False,2025-05-22,,,,,,,,,,
USR0000053,2020-10-27,2020-12-19,False,user53@example.com,billing53@example.com,False,PERSONAL_EMAIL,User 53,First53,Last53,ACC000656,Company 656,Company 656,+15550000053,False,18,8,8,False,False,False,False,False,False,False,False,True,2020-10-27,,,,,,,,,,
USR0000054,2025-05-22,2025-06-21,False,user54@example.com,billing54@example.com,True,COMPANY_EMAIL,User 54,First54,Last54,ACC002053,Company 2053,Company 2053,+15550000054,True,8,11,8,False,False,False,False,False,False,False,False,False,2025-05-22,,,,,,,,,,
USR0000055,2021-07-19,2021-09-27,False,user55@example.com,billing55@example.com,True,PERSONAL_EMAIL,User 55,First55,Last55,ACC002051,Company 2051,Company 2051,+15550000055,False,11,7,5,False,False,False,False,False,False,False,True,False,2021-07-19,,,,,,,,,,
USR0000056,2021-09-03,2021-10-03,False,user56@example.com,billing56@example.com,True,COMPANY_EMAIL,User 56,First56,Last56,ACC000598,Company 598,Company 598,+15550000056,False,15,9,7,False,False,False,False,False,False,False,False,False,2021-09-03,,,,,,,,,,
USR0000057,2020-01-30,2020-04-10,False,user57@example.com,billing57@example.com,True,COMPANY_EMAIL,User 57,First57,Last57,ACC002343,Company 2343,Company 2343,+15550000057,False,19,13,1,True,False,False,False,False,False,False,False,False,2020-01-30,,,,,,,,,,
USR0000058,2023-10-05,2024-01-01,False,user58@example.com,billing58@example.com,True,COMPANY_EMAIL,User 58,First58,Last58,ACC001319,Company 1319,Company 1319,+15550000058,False,20,5,6,False,False,False,False,False,False,False,True,False,2023-10-05,,,,,,,,,,
USR0000059,2021-10-22,2021-10-22,False,user59@example.com,billing59@example.com,True,COMPANY_EMAIL,User 59,First59,Last59,ACC000185,Company 185,Company 185,+15550000059,True,2,3,9,True,True,False,False,False,False,False,True,False,2021-10-22,,,,,,,,,,
USR0000060,2022-08-08,2022-08-23,False,user60@example.com,billing60@example.com,True,COMPANY_EMAIL,User 60,First60,Last60,ACC001220,Company 1220,Company 1220,+15550000060,False,22,13,9,True,False,False,False,False,False,False,True,False,2022-08-08,,,,,,,,,,
USR0000061,2023-04-16,2023-06-23,False,user61@example.com,billing61@example.com,True,COMPANY_EMAIL,User 61,First61,Last61,ACC002405,Company 2405,Company 2405,+15550000061,False,22,6,1,True,False,True,True,False,False,False,True,False,2023-04-16,,,,,,,,,,
USR0000062,2023-08-05,2023-08-15,False,user62@example.com,billing62@example.com,True,PERSONAL_EMAIL,User 62,First62,Last62,ACC002175,Company 2175,Company 2175,+15550000062,False,14,0,9,True,False,True,False,False,False,False,False,False,2023-08-05,,,,,,,,,,
USR0000063,2025-05-31,2025-08-03,False,user63@example.com,billing63@example.com,True,PERSONAL_EMAIL,User 63,First63,Last63,ACC000838,Company 838,Company 838,+15550000063,False,12,13,4,False,True,False,False,False,False,False,True,False,2025-05-31,,,,,,,,,,
USR0000064,2023-02-23,2023-03-17,False,user64@example.com,billing64@example.com,True,COMPANY_EMAIL,User 64,First64,Last64,ACC002365,Company 2365,Company 2365,+15550000064,True,21,4,3,False,False,True,True,False,False,False,True,False,2023-02-23,,,,,,,,,,
USR0000065,2021-01-03,2021-02-24,False,user65@example.com,billing65@example.com,True,COMPANY_EMAIL,User 65,First65,Last65,ACC001217,Company 1217,Company 1217,+15550000065,False,24,2,9,False,True,True,False,False,False,False,True,False,2021-01-03,,,,,,,,,,
USR0000066,2023-12-26,2024-02-22,False,user66@example.com,billing66@example.com,True,COMPANY_EMAIL,User 66,First66,Last66,ACC001438,Company 1438,Company 1438,+15550000066,False,5,9,2,True,True,True,False,False,False,False,True,False,2023-12-26,,,,,,,,,,
USR0000067,2020-04-24,2020-05-22,False,user67@example.com,billing67@example.com,True,PERSONAL_EMAIL,User 67,First67,Last67,ACC000270,Company 270,Company 270,+15550000067,False,12,11,0,True,False,False,False,True,False,False,True,False,2020-04-24,,,,,,,,,,
USR0000068,2024-10-11,2024-12-27,False,user68@example.com,billing68@example.com,True,COMPANY_EMAIL,User 68,First68,Last68,ACC003115,Company 3115,Company 3115,+15550000068,False,7,3,2,True,False,True,False,False,False,False,False,True,2024-10-11,,,,,,,,,,
USR0000069,2021-09-05,2021-11-25,False,user69@example.com,billing69@example.com,True,PERSONAL_EMAIL,User 69,First69,Last69,ACC002620,Company 2620,Company 2620,+15550000069,False,5,3,4,True,False,False,True,False,False,False,False,False,2021-09-05,,,,,,,,,,
USR0000070,2024-02-03,2024-02-22,False,user70@example.com,billing70@example.com,True,COMPANY_EMAIL,User 70,First70,Last70,ACC000609,Company 609,Company 609,+15550000070,True,4,2,5,True,False,True,False,False,False,False,False,True,2024-02-03,,,,,,,,,,
USR0000071,2020-11-20,2021-01-25,False,user71@example.com,billing71@example.com,True,COMPANY_EMAIL,User 71,First71,Last71,ACC001752,Company 1752,Company 1752,+15550000071,True,4,9,6,False,False,False,False,False,False,False,True,True,2020-11-20,,,,,,,,,,
USR0000072,2022-04-21,2022-06-20,False,user72@example.com,billing72@example.com,True,COMPANY_EMAIL,User 72,First72,Last72,ACC002438,Company 2438,Company 2438,+15550000072,True,14,9,5,True,False,False,False,True,False,False,True,False,2022-04-21,,,,,,,,,,
USR0000073,2023-12-10,2024-01-02,False,user73@example.com,billing73@example.com,True,COMPANY_EMAIL,User 73,First73,Last73,ACC001577,Company 1577,Company 1577,+15550000073,False,15,13,0,False,False,False,False,False,False,False,True,False,2023-12-10,,,,,,,,,,
USR0000074,2023-07-09,2023-09-20,False,user74@example.com,billing74@example.com,True,PERSONAL_EMAIL,User 74,First74,Last74,ACC000658,Company 658,Company 658,+15550000074,False,13,5,0,False,True,False,False,False,False,False,True,False,2023-07-09,,,,,,,,,,
USR0000075,2020-01-12,2020-02-08,False,user75@example.com,billing75@example.com,True,PERSONAL_EMAIL,User 75,First75,Last75,ACC003026,Company 3026,Company 3026,+15550000075,False,19,5,6,True,True,False,False,False,False,False,False,False,2020-01-12,,,,,,,,,,
USR0000076,2020-03-12,2020-04-04,False,user76@example.com,billing76@example.com,True,PERSONAL_EMAIL,User 76,First76,Last76,ACC000840,Company 840,Company 840,+15550000076,True,11,7,6,False,False,True,False,False,False,False,False,False,2020-03-12,,,,,,,,,,
USR0000077,2025-07-22,2025-09-23,False,user77@example.com,billing77@example.com,True,COMPANY_EMAIL,User 77,First77,Last77,ACC001045,Company 1045,Company 1045,+15550000077,False,22,11,3,False,True,False,False,False,False,False,True,False,2025-07-22,,,,,,,,,,
USR0000078,2022-12-30,2023-01-09,False,user78@example.com,billing78@example.com,True,COMPANY_EMAIL,User 78,First78,Last78,ACC001161,Company 1161,Company 1161,+15550000078,True,8,8,9,False,False,False,False,False,False,False,True,True,2022-12-30,,,,,,,,,,
USR0000079,2024-11-05,2025-01-26,False,user79@example.com,billing79@example.com,True,PERSONAL_EMAIL,User 79,First79,Last79,ACC002783,Company 2783,Company 2783,+15550000079,False,4,1,0,True,False,False,False,False,False,False,True,False,2024-11-05,,,,,,,,,,
USR0000080,2020-05-30,2020-07-03,False,user80@example.com,billing80@example.com,True,PERSONAL_EMAIL,User 80,First80,Last80,ACC001562,Company 1562,Company 1562,+15550000080,False,10,3,2,False,True,False,False,True,False,False,True,False,2020-05-30,,,,,,,,,,
USR0000081,2022-10-12,2022-11-25,False,user81@example.com,billing81@example.com,True,COMPANY_EMAIL,User 81,First81,Last81,ACC002249,Company 2249,Company 2249,+15550000081,True,4,1,5,True,False,True,False,True,False,False,True,False,2022-10-12,,,,,,,,,,
USR0000082,2023-04-07,2023-06-07,False,user82@example.com,billing82@example.com,True,COMPANY_EMAIL,User 82,First82,Last82,ACC002816,Company 2816,Company 2816,+15550000082,False,19,10,2,True,False,False,False,False,False,False,False,False,2023-04-07,,,,,,,,,,
USR0000083,2025-03-20,2025-06-07,False,user83@example.com,billing83@example.com,True,COMPANY_EMAIL,User 83,First83,Last83,ACC002901,Company 2901,Company 2901,+15550000083,False,11,4,2,False,False,True,True,False,False,False,False,False,2025-03-20,,,,,,,,,,
USR0000084,2024-01-10,2024-03-19,False,user84@example.com,billing84@example.com,False,COMPANY_EMAIL,User 84,First84,Last84,ACC002676,Company 2676,Company 2676,+15550000084,True,3,12,7,True,False,False,False,False,False,False,False,False,2024-01-10,,,,,,,,,,
USR0000085,2023-07-23,2023-08-26,False,user85@example.com,billing85@example.com,True,COMPANY_EMAIL,User 85,First85,Last85,ACC002836,Company 2836,Company 2836,+15550000085,True,5,11,1,True,False,True,False,False,False,False,True,False,2023-07-23,,,,,,,,,,
USR0000086,2021-08-30,2021-11-05,False,user86@example.com,billing86@example.com,True,COMPANY_EMAIL,User 86,First86,Last86,ACC002963,Company 2963,Company 2963,+15550000086,False,5,9,6,True,False,True,False,False,False,False,True,False,2021-08-30,,,,,,,,,,
USR0000087,2025-08-18,2025-09-22,False,user87@example.com,billing87@example.com,True,COMPANY_EMAIL,User 87,First87,Last87,ACC003096,Company 3096,Company 3096,+15550000087,False,20,6,8,False,False,False,False,False,False,False,False,False,2025-08-18,,,,,,,,,,
USR0000088,2021-11-08,2021-12-24,False,user88@example.com,billing88@example.com,True,COMPANY_EMAIL,User 88,First88,Last88,ACC002009,Company 2009,Company 2009,+15550000088,False,7,14,5,True,True,False,False,False,False,False,True,False,2021-11-08,,,,,,,,,,
USR0000089,2021-07-29,2021-09-28,False,user89@example.com,billing89@example.com,True,COMPANY_EMAIL,User 89,First89,Last89,ACC000411,Company 411,Company 411,+15550000089,False,8,3,4,False,True,False,False,False,False,False,True,True,2021-07-29,,,,,,,,,,
USR0000090,2024-02-06,2024-03-26,False,user90@example.com,billing90@example.com,False,COMPANY_EMAIL,User 90,First90,Last90,ACC000354,Company 354,Company 354,+15550000090,False,20,5,5,False,False,False,False,False,False,False,False,False,2024-02-06,,,,,,,,,,
USR0000091,2025-08-24,2025-08-28,False,user91@example.com,billing91@example.com,True,PERSONAL_EMAIL,User 91,First91,Last91,ACC002487,Company 2487,Company 2487,+15550000091,False,10,11,7,False,False,False,False,False,False,False,False,False,2025-08-24,,,,,,,,,,
USR0000092,2024-11-07,2024-11-11,False,user92@example.com,billing92@example.com,True,COMPANY_EMAIL,User 92,First92,Last92,ACC000987,Company 987,Company 987,+15550000092,False,5,2,8,True,False,False,False,False,False,False,False,False,2024-11-07,,,,,,,,,,
USR0000093,2021-01-07,2021-01-19,False,user93@example.com,billing93@example.com,False,PERSONAL_EMAIL,User 93,First93,Last93,ACC002514,Company 2514,Company 2514,+15550000093,True,0,11,8,False,False,False,False,False,False,False,True,False,2021-01-07,,,,,,,,,,
USR0000094,2024-08-14,2024-08-21,False,user94@example.com,billing94@example.com,True,COMPANY_EMAIL,User 94,First94,Last94,ACC002921,Company 2921,Company 2921,+15550000094,True,4,1,2,True,False,False,True,False,False,True,True,True,2024-08-14,,,,,,,,,,
USR0000095,2022-01-01,2022-03-07,False,user95@example.com,billing95@example.com,True,PERSONAL_EMAIL,User 95,First95,Last95,ACC002013,Company 2013,Company 2013,+15550000095,False,1,11,2,False,True,False,False,False,False,False,False,False,2022-01-01,,,,,,,,,,
USR0000096,2021-04-04,2021-04-21,False,user96@example.com,billing96@example.com,True,COMPANY_EMAIL,User 96,First96,Last96,ACC002388,Company 2388,Company 2388,+15550000096,False,17,14,5,True,False,False,False,False,False,False,True,False,2021-04-04,,,,,,,,,,
USR0000097,2025-04-19,2025-05-10,False,user97@example.com,billing97@example.com,True,PERSONAL_EMAIL,User 97,First97,Last97,ACC000871,Company 871,Company 871,+15550000097,False,14,14,9,False,True,False,False,False,False,False,False,False,2025-04-19,,,,,,,,,,
USR0000098,2025-05-19,2025-06-16,False,user98@example.com,billing98@example.com,True,COMPANY_EMAIL,User 98,First98,Last98,ACC001357,Company 1357,Company 1357,+15550000098,True,17,11,8,False,False,False,False,False,True,False,True,True,2025-05-19,,,,,,,,,,
USR0000099,2022-02-05,2022-02-20,False,user99@example.com,billing99@example.com,True,PERSONAL_EMAIL,User 99,First99,Last99,ACC003016,Company 3016,Company 3016,+15550000099,False,21,12,6,True,False,False,True,False,False,False,True,False,2022-02-05,,,,,,,,,,
USR0000100,2020-02-24,2020-05-12,False,user100@example.com,billing100@example.com,True,COMPANY_EMAIL,User 100,First100,Last100,ACC002552,Company 2552,Company 2552,+15550000100,False,13,14,7,True,False,False,False,False,False,False,True,False,2020-02-24,,,,,,,,,,
USR0000101,2021-03-10,2021-03-18,False,user101@example.com,billing101@example.com,True,PERSONAL_EMAIL,User 101,First101,Last101,ACC000638,Company 638,Company 638,+15550000101,False,11,3,4,True,False,False,False,True,False,False,False,False,2021-03-10,,,,,,,,,,
USR0000102,2023-01-24,2023-02-10,False,user102@example.com,billing102@example.com,True,COMPANY_EMAIL,User 102,First102,Last102,ACC002926,Company 2926,Company 2926,+15550000102,False,22,5,4,False,False,False,False,False,False,False,True,False,2023-01-24,,,,,,,,,,
USR0000103,2020-05-03,2020-05-23,False,user103@example.com,billing103@example.com,True,COMPANY_EMAIL,User 103,First103,Last103,ACC001561,Company 1561,Company 1561,+15550000103,False,22,6,9,True,False,False,False,False,False,False,False,False,2020-05-03,,,,,,,,,,
